Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Korea, Dem. People's Rep.",PRK,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP (current US$),3339150157.86,3573719084.53,3835883663.25,4084251592.82,4429202656.91,4901711247.82,5370108031.13,6002607029.65,6644693214.18,7287555035.34,8108235704.32,9201604240.28,11239117865.09,15090564186.43,17512391475.93,19347607843.14,20332831564.99,21439523310.63,23487614051.09,26622819672.13,32896519823.79,31977276872.96,30527754793.14,27239650741.95,25217969049.58,27115807742.09,38745901353.71,48182925857.41,56347250696.38,60594092182.33,78713860216.57,89233599278.48,107592098307.10,95009751901.26,99688641304.35,118122007430.01,122630089680.27,117016535162.95,123946327916.30,127470385557.18,118605192877.39,121604107165.00,134795565549.42,165226175536.79,189382122532.17,197253876704.92,208756449275.85,240496147317.38,263416394624.08,244667762835.54,238113003233.28,245117990242.25,216224240577.96,226433858005.71,229901964221.88,199394066525.44,206426152308.93,221357874718.93,242313116577.97,239986922638.90,229031860520.78,255534839405.90,255196659934.38,287080013574.50
Paraguay,PRY,GDP (current US$),288884368.02,322053713.16,360698412.70,383904761.90,408349206.35,443587301.59,465888888.89,492674603.17,517650793.65,556293650.79,594611111.11,664571428.57,769039682.54,995531746.03,1333475396.83,1511420634.92,1698960317.46,2092158730.16,2559857142.86,3416777777.78,4448087301.59,5624515873.02,5419411764.71,5673248726.16,4502462807.14,3282449235.76,3723993942.79,3971044723.80,4255683528.33,4757732199.96,5812114523.01,6984367762.90,7157424031.06,7249533620.31,7870982004.82,9062131475.02,9788391780.52,9965225678.05,9260481572.42,8837070235.52,8855705139.56,8495806432.18,7196260656.85,7691367471.18,9624440836.29,10737500188.11,13429430050.26,17856393235.43,24615267663.55,22355151161.99,27260886405.23,33756238766.50,33271921136.32,38501122141.42,40377929295.64,36211447840.10,36089700222.95,38997129473.56,40225448340.63,37925338329.15,35432178068.18,39950899938.75,41952910858.08,42956263543.95
West Bank and Gaza,PSE,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2843300000.00,3282800000.00,3409600000.00,3759800000.00,4067800000.00,4271200000.00,4313600000.00,4003700000.00,3555800000.00,3968000000.00,4603100000.00,5125700000.00,5348300000.00,5815700000.00,7310400000.00,8085700000.00,9681500000.00,11186100000.00,12208400000.00,13515500000.00,13989700000.00,13972400000.00,15405400000.00,16128000000.00,16276600000.00,17133500000.00,15531700000.00,18109000000.00,19165500000.00,17396300000.00
Pacific island small states,PSS,GDP (current US$),,,,,,,,,,,426566439.95,480214569.60,569517256.11,763529818.19,1045235759.32,1147846192.57,1145576764.93,1204225093.83,1380350731.47,1661086763.51,1890462575.44,1955896931.86,1925210534.62,1843164674.02,1938207509.28,1862274198.47,2030422410.03,1986321622.60,2046491427.79,2132735951.54,2385286557.55,2529764745.35,2777196194.83,2916386566.93,3414847819.10,3706469724.21,3971732138.23,3981606456.55,3432249336.16,3744358277.45,3448222600.92,3391891585.17,3556817548.49,4239645994.43,4876721916.03,5412748919.65,5680719028.44,6259150036.44,6702842278.15,6042995506.23,6646636169.35,7754564667.39,8219726546.10,8544636536.18,9290027187.46,9082590662.61,9532201525.57,10290482444.21,10791457053.21,10729092905.36,9505064735.52,9493809706.88,10316299126.58,11232231820.25
Post-demographic dividend,PST,GDP (current US$),1036274689472.75,1103925640984.15,1194311601672.30,1285064648005.25,1403989311422.41,1526736672508.04,1670424760280.60,1785258165145.09,1936323333807.36,2133204300143.04,2340108502829.00,2597616143212.55,3016276757294.77,3648120149438.83,4075783650405.45,4568148733019.19,4955763033462.82,5599507662814.21,6745439697687.07,7750541646380.88,8577409479957.71,8676801763704.06,8637494471012.61,8963210612397.84,9364088660743.95,9858837244241.07,12051302316497.30,13971558421011.90,15737315371947.80,16431788372617.10,18436214579431.50,19448540086487.90,20866668164008.00,21022428855462.00,22513635054195.80,24977031815726.30,25095363059514.90,24601931858245.90,24708127107998.00,25945456942615.50,26398822852316.20,26143738576771.10,27268490857927.40,30570527940011.00,33970525840134.30,35741585554610.10,37604152308152.60,41042492733642.30,43475365266059.40,40925526158278.70,42685593909416.30,45847684271547.90,45779692961073.20,46270713136341.40,47207349839752.10,44669765037594.50,45693398993292.10,47667106352008.10,50504305917292.40,51018795008395.90,50004904334179.60,55588775180110.50,56564201304341.50,59851800976561.20
French Polynesia,PYF,GDP (current US$),,,,,,176534588.40,215659453.55,220984367.63,259590074.53,242943783.14,254036000.75,296865513.75,326433558.08,431252938.06,555340842.86,690323388.53,732288906.27,793196378.71,1005569835.40,1215032463.67,1320416024.96,1234743073.00,1235897957.89,1284180701.01,1325515445.08,1448281228.16,2212028299.56,2677977163.21,2723496362.05,2731683484.46,3320159522.37,3410078967.90,3713785765.42,3544608548.42,3676123788.03,4186994249.09,4166072829.60,3762859093.26,3903186592.82,3911602004.14,3599845480.34,3573808556.31,3965405552.52,4927780606.77,5564109981.91,5705052134.54,5877997979.62,6631156405.60,7136741421.96,6584557973.94,6086644798.56,6203940036.92,5692858099.00,6031827122.61,6151996560.84,5325846361.81,5497036476.80,5833352692.80,6135116253.33,6022276196.14,5792545870.81,6150640646.38,5814661208.91,
Qatar,QAT,GDP (current US$),,,,,,,,,,,301791301.79,387703105.52,510262500.18,793885559.97,2401403227.44,2512773165.81,3284273986.72,3617564637.89,4052000412.70,5632962996.83,7829165261.81,8661263763.74,7596703214.29,6467582307.69,6704395824.18,6153296456.04,5053021950.55,5446428681.32,6038187032.97,6487912087.91,7360439423.08,6883516483.52,7646153983.52,7156593653.85,7374450769.23,8137911978.02,9059340384.62,11297802115.38,10255495027.47,12393131868.13,17759890109.89,17538461538.46,19363736263.74,23533791208.79,31734065934.07,44530494505.49,60882142857.14,79712087912.09,115270054945.06,97798351648.35,125122306346.15,167775268626.37,186833502362.64,198727642967.03,206224598571.43,161739955576.92,151732181868.13,161099122225.28,183334953818.68,176371267692.31,144411363351.65,179732009560.44,235770403734.90,
Romania,ROU,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,38067567567.57,40424528301.89,41450777202.07,38247882300.49,28850634899.86,25121666666.67,26361160449.97,30072805104.25,37430162102.61,36937074278.30,35575214078.24,41696091973.71,35953156753.74,37253739511.13,40395116581.48,46065502702.58,57806384143.17,74973656851.81,98454380120.08,122023735992.71,174588782938.58,214317202478.27,174102268534.84,170029359010.67,192613579705.89,179132893143.42,189789258566.24,199713780259.32,177883883008.75,185287630540.43,210147163769.85,243316029944.06,251017797625.02,251362514349.70,285810244501.93,298891515898.03,351002579629.67
Russian Federation,RUS,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,554828660436.14,506631299734.75,517014446227.93,517962962962.96,460290556900.73,435083713850.84,395077301248.46,395537185734.85,391724890744.50,404928954191.88,270955486862.44,195907128350.93,259710142196.94,306602070620.50,345470494417.86,430347420184.89,591016690732.39,764015973481.11,989932071352.54,1299703478481.65,1660848058303.11,1222645900055.70,1524916715223.95,2045922753398.04,2208293553878.42,2292470078346.22,2059241589895.01,1363482182197.71,1276786350881.14,1574199360089.00,1657328773461.31,1693115002708.32,1493075894362.14,1843392293734.38,2266029240645.34,2021421476035.42
Rwanda,RWA,GDP (current US$),119000024.00,122000016.00,125000008.00,128000000.00,129999994.00,148799980.00,124525702.86,159560018.00,172200018.00,188700037.00,219900006.00,222952504.41,246457838.34,290746157.15,308458423.18,571863500.25,637753853.13,746650613.03,905709076.42,1109346130.95,1254765641.52,1407062526.92,1407243139.25,1479687586.94,1587413083.92,1715626330.59,1944710683.87,2157432667.62,2395492686.78,2405022593.05,2550185679.08,1911600236.67,2029026961.56,1971525711.84,753636370.45,1293535193.49,1382334879.41,1851558197.31,1989343546.18,2157108766.52,2068837212.17,1966600292.24,1966004242.63,2138237345.51,2376495586.62,2933819820.14,3319783951.83,4070508542.75,5179853220.83,5674476707.22,6124756894.21,6884912956.96,7654762344.68,7819963627.14,8238966247.18,8543759088.58,8695272095.39,9252834120.39,9637904552.51,10349299855.84,10174387614.26,11069280277.01,13316160803.52,14097768647.67
South Asia,SAS,GDP (current US$),47274328378.84,50467431650.10,53905757720.79,60496393963.60,69320094074.10,74300329652.48,61634144134.48,67988908261.03,71642503355.29,78860212865.81,85149253640.77,90601671637.06,91337915060.34,104513553254.31,126550864082.66,135367221096.01,131873606964.23,152699721135.12,173796327156.91,194667468320.38,235543383601.44,250076708191.86,258727224080.54,273881790993.83,272607073140.93,296435460430.06,313955151400.12,348601867655.98,374584211824.01,378016943211.79,406963354249.84,362063214739.19,384521577066.97,380890164437.89,432085555561.06,479585498256.84,524681300053.18,550408821354.51,558117074309.66,597995276003.90,647681666329.10,662513570031.80,695456014025.08,811668772003.70,941600860447.85,1075831387301.19,1220740366279.36,1536036848206.91,1559693610925.06,1702714960275.79,2082357808583.89,2294090940082.05,2327938845782.62,2389895068185.15,2614915526247.90,2733618963171.59,3011037037667.86,3433921312241.12,3534066858502.00,3658209766221.57,3493120726807.89,4079882760410.17,4327288984027.91,4475567635413.06
Saudi Arabia,SAU,GDP (current US$),1748124063.47,1920811284.13,2130606531.82,2207393171.50,2371808712.91,2647955557.56,2920555557.18,3257022222.64,4187777711.11,4485777644.44,5377333333.33,7184806909.29,9664267086.60,14947435499.32,45412957746.48,46773208642.68,64005665722.38,74188986586.06,80266516686.56,111858444786.22,164539660725.12,184291360138.69,153240313858.32,129171635311.14,119624858115.78,103897846493.65,86961922765.33,85695861148.20,88256074766.36,95344459279.04,117630173564.75,132223230974.63,137087850467.29,132967957276.37,135174899866.49,143343124165.55,158662483311.08,165963684913.22,146775466666.67,161717066666.67,189514933333.33,184137600000.00,189605866666.67,215807733333.33,258742133333.33,328459608764.11,376900133511.35,415964509673.12,519796800000.00,429097866666.67,528207200000.00,676634666666.67,741849866666.67,753864533333.33,766605866666.67,669484266666.67,666000000000.00,714994666666.67,846583733333.33,838564800000.00,734271200000.00,874156000000.00,1108571466666.67,1067582933333.33
Sudan,SDN,GDP (current US$),1127011494.25,1223563218.39,1329022988.51,1352011494.25,1389080459.77,1447701149.43,1485344827.59,1608333333.33,1678735632.18,1848563218.39,2101436781.61,2289655172.41,2484482758.62,3079022988.51,3961206896.55,4825862068.97,6016666666.67,7503448275.86,8138461538.46,8421678321.68,8951800000.00,10751162790.70,8735294117.65,8230153846.15,10447615384.62,8075347222.22,10092200000.00,12093333333.33,14372555555.56,21408111111.11,33641222222.22,44168918918.92,7031909434.27,8881005435.81,12793794737.04,13830363899.92,9018300724.66,11681175864.34,11250221536.75,10682028339.69,12257299147.29,15716361792.19,18137128388.36,21355298459.60,26646007250.73,35182711987.97,45263831634.15,59440139774.81,64833083257.14,51621044076.92,58962978034.48,55018567210.53,37632919966.67,43024018082.19,49516748617.98,51726758676.77,42630376000.00,41283617976.19,32333780383.29,32338079165.29,27034593750.00,34229513774.99,51666875363.10,109327023588.73
Senegal,SEN,GDP (current US$),1003692370.47,1058975256.97,1085475790.59,1122139861.68,1188930645.34,1210058228.17,1246908185.96,1246480765.98,1309384861.92,1245234931.43,1297407654.93,1339549032.84,1620857103.53,1863398590.46,2099325228.96,2830388404.90,2869777884.45,2938046462.71,3280354920.85,4084877822.92,4510108290.70,4095892780.58,4013951442.67,3569356124.93,3485165431.71,3818944917.57,5392093445.51,6487353102.81,6418419388.63,6366039372.54,7390967360.42,7255210469.52,7769817839.96,7367986241.22,5034588195.56,6326342633.40,6559712165.97,6041478725.90,6505607909.05,6592834932.81,6013185003.98,6507824829.26,7006402319.76,8768721563.18,10076816666.62,11009033437.94,11697918243.00,13994218412.96,16853989627.55,16145867494.94,16121315909.08,17814283639.31,17660870411.52,18918667724.88,19797253440.27,17774766696.18,19040312333.19,20996562943.60,23116701556.14,23403995992.14,24530513037.75,27520784129.75,27619479059.61,31013986429.19
Singapore,SGP,GDP (current US$),704751700.30,764629788.12,826239211.82,917608012.49,894153311.42,974644096.14,1096425608.09,1238035815.79,1425706091.04,1659893767.84,1920574150.18,2263785443.62,2721440980.76,3696213333.33,5221534955.64,5633673929.99,6327077974.11,6618585073.66,7517176354.84,9296921723.83,11896256782.86,14175228843.64,16084252378.47,17784112149.53,19749361097.97,19156532745.77,18586746057.00,20919215578.21,25371462488.13,30465364738.62,36144336768.70,45466164978.29,52131320032.88,60603815716.27,73688724431.14,87812540788.43,96293086513.09,100123787215.30,85728207781.78,86286849754.89,96076539925.74,89793790669.65,92538372869.69,97646401095.64,115033593101.05,127807848728.40,148627286361.35,180941701357.97,193617323539.20,194150283771.57,239807980591.24,279356499090.46,295092888076.59,307576360584.99,314863580758.46,307998545269.40,319053943915.01,343257164581.71,376892697588.01,376901649222.45,349488382610.66,434111559282.85,498474540987.78,501427500080.06
Solomon Islands,SLB,GDP (current US$),,,,,,,,25203524.03,28084252.76,28606411.40,,50056882.82,40606712.05,55272108.84,84539332.28,74620320.03,83100834.31,93145283.36,111027427.21,151276496.48,182852106.43,193750540.63,192902018.72,181220399.01,181570474.08,165524943.64,147620047.53,155128542.24,176494393.89,172882410.68,214877666.70,227540473.34,269034595.81,300746361.13,402837005.27,469443201.50,510586430.19,526554005.95,457579840.23,488024514.37,419842674.23,409508552.98,346406738.89,417668983.41,468005318.55,552864570.23,617258154.26,695295347.62,776337691.80,805557562.58,898133684.90,1063895360.70,1185215418.26,1285911586.13,1335571420.73,1307909887.55,1379490304.23,1469789119.09,1615478393.29,1619155017.39,1536145814.17,1522794913.09,1566360686.11,1631286701.12
Sierra Leone,SLE,GDP (current US$),322151470.59,327979248.37,342872712.42,348700653.59,372012091.50,359523809.52,375630252.10,348895027.62,329991956.78,408853541.42,434584033.61,419495908.54,465254431.96,575471323.53,648940350.88,679352433.63,594810152.74,692079581.15,960765042.98,1109343235.57,1100476190.48,1114926660.91,1294995964.49,995278514.59,1087450199.20,856890498.63,490181456.62,660106321.42,1055083945.38,932974411.92,649644097.57,780098205.22,679997997.60,768812334.80,911915970.68,870758739.41,941742152.71,850218033.62,672375927.35,669384768.87,635874002.20,1074851475.18,1236235826.58,1369685676.56,1430217080.66,1627058424.94,1862116290.54,2126679543.59,2451896435.20,2419014960.20,2578159803.95,2932274309.40,3789251613.36,4920343316.87,5015180725.34,4252029353.82,3862721266.02,3719443418.26,4085114387.56,4076578698.79,4062906265.73,4249234704.02,4094563859.44,3809832236.96
El Salvador,SLV,GDP (current US$),,,,,,877720000.00,929520000.00,976200000.00,1009760100.00,1049400000.00,1132920000.00,1186120000.00,1263720000.00,1442320000.00,1665880000.00,1884120100.00,2328280100.00,2941640100.00,3127960000.00,3463639900.00,3573959900.00,3437200200.00,3399189100.00,3506347800.00,3661683400.00,3800368600.00,3771663200.00,3958045800.00,4189880000.00,4372215300.00,4817542204.00,5252342400.00,5813399300.00,6680269200.00,7679384000.00,8921947100.00,9586327800.00,10221705900.00,10936669900.00,11284197000.00,11784927700.00,12282533600.00,12664190300.00,13243892200.00,13724810900.00,14698000000.00,15999890000.00,17011750000.00,17986890000.00,17601620000.00,18447920000.00,20283780000.00,21386150000.00,21990960000.00,22593470000.00,23438240000.00,24191430000.00,24979190000.00,26020850000.00,26881140000.00,24921190000.00,29043140000.00,31988920000.00,34015620000.00
San Marino,SMR,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109098657.58,1005159388.24,1077413479.05,1168269230.77,1464326160.82,1723750000.00,1785847531.40,1908167105.76,2185874623.60,2393437820.42,2056126701.86,1881191949.99,1813717694.56,1604701051.17,1678741201.57,1673910988.24,1419400403.83,1468342430.74,1528621195.48,1655354303.87,1616188702.34,1541247883.99,1855382833.12,,
Somalia,SOM,GDP (current US$),180459936.78,191659914.38,203531927.55,216145935.94,229529912.67,243725898.03,257375897.05,271781886.81,286719885.31,306357284.57,347985394.29,347039445.71,447883941.19,483699610.60,572504035.90,757015878.79,871344245.12,498550724.64,564571823.20,589566929.13,602515548.45,699302473.05,774578931.96,735408641.77,787434541.73,875702247.19,916590786.33,1018972664.46,1051596967.13,1181360843.94,1031282081.17,717974929.76,709297578.50,1260132955.79,1481205097.98,1534756134.55,1792234297.39,2191749013.58,2962047564.42,3045751527.66,3412797450.20,2252847464.69,2192684134.59,2836724351.56,3859592813.10,4683246454.10,5026743282.04,5430713728.89,5913620292.91,2948594552.45,2687807003.74,2906000096.93,4041702388.87,5836021227.48,6537360532.64,6984947145.10,7390796616.53,8252394373.30,8278212314.40,9420431258.25,9204140383.18,9838711529.46,10419541202.04,11679800110.15
Serbia,SRB,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19374911219.63,20302145339.40,16832598870.06,21818007448.79,25676487999.59,19457979423.38,19388663551.00,6875845986.52,12960546471.38,17120906918.35,22482365321.77,26141968161.09,27683225959.25,32482070360.32,43170990616.47,52194221468.50,45162894380.93,41819468691.83,49258136128.97,43309252921.06,48394239474.68,47062202418.89,39655949731.38,40692661657.28,44179075778.93,50640662859.50,51514242938.67,53356484591.44,63101042897.71,63563410720.71,75187125426.74
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),33090214943.75,34977868084.02,37290528805.26,40204671362.37,43801439277.29,47294334233.75,51087667657.48,52466543011.94,55815747943.21,62314473363.14,70436667210.84,71791051605.55,80983186014.20,103240920672.42,131389895027.59,144581341758.62,157959271369.33,171680235862.62,190571667081.92,227962103835.57,290218140808.15,402288463246.05,371770082938.54,334284647100.21,299763709595.55,284674940036.14,265263726338.67,298330151730.23,312818799587.88,316929212105.45,373310030639.63,401440135786.80,362732355954.03,368788820474.06,377141069076.60,479946737825.97,535109490236.32,564078278693.64,565282335758.63,403403922297.95,427688179170.90,409106816914.20,445363669974.51,561066946684.47,696791130087.66,826950419336.10,975498431473.48,1129464143218.91,1280460471257.33,1223187004131.93,1447125748526.33,1626613553670.39,1689385832315.55,1796174725333.69,1872887522796.95,1667230590352.53,1520442531814.64,1624180269855.79,1779124613364.58,1828592235182.87,1714838253754.94,1931278037791.87,2059044970799.40,2030607752381.92
South Sudan,SSD,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14586253383.06,12231264525.07,14602072410.95,14907308932.75,11931472169.49,18426469016.95,13962212847.46,11997800760.22,,,,,,,,
Sub-Saharan Africa,SSF,GDP (current US$),33100575536.15,34987537580.42,37301164846.13,40216476667.53,43814559609.56,47307327015.76,51101227867.58,52480175559.71,55828395268.82,62326882332.98,70450505277.53,71808603912.18,81009348078.59,103271918272.49,131425199632.09,144620557455.56,157998919278.35,171735221254.98,190647815141.55,228080239167.82,290362860824.32,402431915039.56,371908928471.03,334425214800.04,299912178648.05,284844527262.80,265479043488.55,298589909448.85,313116659995.55,317250593015.61,373699392898.22,401833867991.94,363195310898.82,369295608234.08,377661276291.10,480489469166.28,535646189852.02,564679173393.12,565932096595.18,404070839322.18,428346156747.99,409772900328.95,446110426619.54,561821496869.85,697688286597.49,827932293880.68,976583731601.04,1130543907099.93,1281440068651.62,1224037905752.37,1448107365068.66,1627672472377.66,1690475240154.75,1797507885741.07,1874275100667.03,1668662993704.66,1522011045162.78,1625855640496.81,1780908927291.34,1830460925279.60,1716220805506.51,1932765211586.67,2061102939319.23,2032749202553.06
Small states,SST,GDP (current US$),,,,,,,,,,,4466735993.26,5000430794.95,5807495690.06,7469620100.45,10181292908.15,10730993243.34,12168150478.28,14608238751.25,16966306081.20,20881578098.24,27438523048.76,27861833675.20,27745498253.76,27080519124.36,28011425418.32,28142756692.14,29954795791.24,35074153055.12,38433795911.27,39127757025.45,44747769951.56,46967025003.52,50718222735.88,50463646244.43,53830919903.98,61225931020.14,64221535016.18,67849318093.39,69616675805.44,73166388467.09,76825026679.51,77134382257.57,83440932716.71,98713950502.90,114440630217.56,128662946618.19,144640135773.94,169972566983.96,185058112528.30,164140722544.82,174536267000.42,195163537455.56,196184993723.71,203747883009.38,210645325825.08,195342695295.03,202183604189.06,222189517961.59,240866904455.30,243792423417.39,219068216684.63,254207327038.42,281850778773.27,298978248910.63
Sao Tome and Principe,STP,GDP (current US$),,,,,,,,,,,37211810.70,37289066.26,41430878.78,56011606.01,57817986.54,60102309.36,52039548.59,49207781.82,55044150.45,65755141.78,81663164.78,83500282.00,80306989.03,75110646.10,78213203.84,82733794.12,115928950.96,115953392.30,99001149.07,98545367.42,119297935.68,107484142.72,94861780.62,125742228.76,131338414.58,103695236.78,135188165.75,91920274.24,72285403.84,77302211.92,76198394.82,75951133.38,85171073.88,102085769.12,114582283.92,136450662.39,142775104.08,149146918.89,188021165.00,200668065.03,190021192.49,226455001.24,229371348.20,267041747.58,293119143.25,259999643.05,292267272.20,322002845.23,383717327.83,412976064.48,471229484.61,524402450.76,542686976.46,603240748.95
Suriname,SUR,GDP (current US$),99650000.00,107700000.00,116150000.00,125950000.00,134400000.00,154150000.00,190350000.00,220700000.00,241350000.00,259650000.00,274900000.00,301000000.00,311950000.00,339450000.00,409850000.00,465500000.00,505500000.00,641500000.00,735500000.00,782500000.00,795000000.00,889000000.00,915000000.00,883500000.00,864000000.00,873000000.00,891000000.00,980000000.00,1161000000.00,542600000.00,388400000.00,448100000.00,404600000.00,428764705.88,605492537.31,691590497.74,861372806.21,926422500.00,1110850000.00,886290697.67,947671969.70,834279357.80,1093574468.09,1274190311.42,1484092538.41,1793410397.39,2626380435.18,2936612021.86,3532969034.61,3875409836.07,4368370997.92,4422276621.79,4980000000.00,5145757575.76,5240606060.61,5126237646.22,3317421648.10,3591679431.00,3996198866.57,4016040575.09,2911807496.20,3081401725.89,3620987993.33,3782437296.04
Slovak Republic,SVK,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12747380650.08,14272201755.47,15495514296.80,16520676973.53,20162936291.38,25840146405.23,27925036755.39,27706028095.62,29856000671.22,30463670123.59,29242558796.55,30778781606.96,35297794385.69,46919965224.15,57437444469.09,62808723476.72,70767338922.44,86563986799.25,100879902984.98,89399303222.16,91162836320.35,99922685424.88,94623731085.61,98935222174.86,101437045019.90,88900883130.84,89952699524.89,95649966260.98,106137924015.59,105711680180.57,106737868873.94,118563266602.36,115584743573.55,132793622283.07
Slovenia,SVN,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19817923035.84,14444213919.86,14267106463.69,14439020929.02,16389101593.53,21352224019.41,21507232648.73,20763101740.70,22146231967.69,22711384311.14,20289627636.68,20876309970.39,23489890274.31,29634713641.10,34414784504.24,36206395970.65,39481045038.26,48067401207.40,55779427739.66,50567734885.96,48208240226.45,51583869785.18,46577793184.00,48415657264.88,49997186439.09,43107506024.33,44766722790.58,48589100043.10,54177882425.84,54386654313.97,53734526854.23,61832201543.83,60063475466.34,68216781410.52
Sweden,SWE,GDP (current US$),15953203852.68,17354781170.86,18821353528.99,20371666154.38,22718426804.35,25000191834.46,27194141951.33,29517675437.39,31323283317.21,34016617941.59,38092452060.62,41566412922.61,48954145808.84,59404966684.22,66013338964.73,82885397620.54,89362071672.90,94468740851.48,104442351222.75,123386410160.72,142092068280.69,129686938223.33,114380557730.88,105014356666.80,109201362581.30,114123537581.79,150498057723.62,183009638350.89,206986674500.59,217948315624.56,261846194498.89,274229034311.70,284321115594.63,212953336588.12,229033566614.83,267305875261.10,291743811512.08,268146144677.73,270809066780.71,274072182416.73,262835454366.86,242395852494.41,266849061835.66,334337212322.08,385118044877.47,392218088878.78,423093437423.76,491252589217.02,517706149201.20,436537014293.55,495812558843.31,574094112972.73,552483727282.80,586841821796.89,581964017237.10,505103781349.76,515654671469.55,541018749769.10,555455371487.09,533879529188.45,547054174235.88,639714956069.47,590409594949.10,593267701033.41
Eswatini,SWZ,GDP (current US$),35076845.97,43026042.79,45927961.63,54129438.35,64980554.01,70279971.89,76859969.26,74759970.10,79799968.08,105419957.83,112139955.14,136462080.74,146736479.24,221915127.55,264320940.96,288299788.51,272550068.14,304060076.02,340630085.16,412093133.76,541976852.58,570774824.83,537568059.41,555336145.77,494483408.88,360079419.39,449140318.39,584126092.26,692026454.74,696921542.38,1114694040.67,1156135717.95,1284759927.55,1357189551.68,1419294254.42,1698989463.99,1602741833.71,1716714070.12,1576908856.35,1547888495.98,1738093840.37,1542477308.89,1432221739.12,2197598466.25,2770082791.50,3178112498.68,3291330019.17,3469381231.49,3294084314.15,3580428052.81,4438765085.94,4820478680.18,4886551483.93,4597552981.57,4422986271.75,4063245671.29,3816019193.17,4402969225.92,4666598024.18,4495267265.76,3982236693.83,4850842540.99,4790922788.71,4597855845.04
Sint Maarten (Dutch part),SXM,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936089385.47,985865921.79,1022905027.93,1361811508.38,1417888715.08,1427017206.70,1353212122.91,1259200446.93,1407880446.93,1236428100.56,1353071061.45,1537088715.08,1623165683.13
Seychelles,SYC,GDP (current US$),12012024.62,11592023.76,12642025.92,13923028.54,15393031.56,15603031.99,16443033.71,16632032.13,16074027.65,16452028.30,18432031.70,21965950.77,30645122.92,36896280.48,43134496.16,47803145.95,49278981.76,64526401.46,85552365.80,127261099.22,156783829.54,163750728.21,157211789.71,156098236.96,160992921.00,179691482.68,221147061.35,265212956.90,301985618.11,324333366.46,392163560.88,398307169.86,461409398.86,504230620.55,517570058.15,540733047.73,535250347.09,598966982.35,647287375.76,662838614.88,654212394.27,662064155.92,742134837.51,750847230.10,893012218.18,977899381.82,1081441283.32,1077308813.83,979597394.29,850901620.43,981616542.33,1058918707.26,1089407839.20,1333160407.39,1387577870.08,1432403352.13,1568513348.14,1675370641.01,1784313926.77,1868690096.73,1382551751.57,1487173794.81,2057968519.83,2141450171.14
Syrian Arab Republic,SYR,GDP (current US$),857704431.69,945244992.21,1110565863.54,1200447429.37,1339494290.44,1472036550.71,1342287556.58,1580229795.13,1753746369.69,2245011571.99,2140383979.22,2589851240.52,3059681664.74,3239487611.78,5159556980.84,6826980534.89,7633528673.68,7696011416.84,9275200184.61,9929681649.34,13062420540.91,15518201653.83,16298929565.27,17589277049.84,17503077755.18,16403540489.61,13293205173.07,11356215250.56,10577041826.05,9853395871.83,12308624283.96,12981833333.33,13253565898.96,13695962019.21,10122020000.00,11396706586.83,13789560878.24,14505233463.04,15200846153.85,15873875968.99,18937052543.44,20237024724.70,20669357462.38,21828144686.04,25086950495.05,28858965517.24,33751788856.31,40465318382.06,52557913192.87,54111735241.54,61390831317.86,67539427671.00,43190317724.71,21361254647.99,21502061462.21,16466863097.21,12597854884.46,16369843341.39,21497782880.75,22583045052.56,11155888304.00,8980060818.72,,
Turks and Caicos Islands,TCA,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358744800.00,366707900.00,409753600.00,485598800.00,578645800.00,721891500.00,773489700.00,862683600.00,703175800.00,686787800.00,728789600.00,727161000.00,754238000.00,841070000.00,942070000.00,1032452000.00,1028941663.20,1128749004.53,1177285211.73,774653669.32,1045782453.58,1228794382.95,1402054390.95
