Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Algeria,DZA,GDP (current US$),2723615451.30,2434747055.94,2001444543.92,2702982017.64,2909316435.29,3136284306.85,3039859187.45,3370870376.30,3852147026.77,4257253264.09,4863526896.57,5077183093.89,6766743956.89,8707858912.12,13209871625.90,15557902754.03,17728240932.32,20972113684.96,26364491313.45,33243706859.66,42345829079.21,44348590460.93,45207167470.35,48801369800.37,53698548293.07,57937868670.19,63692007897.38,66745818375.49,59089396860.43,55634721572.73,62048507531.34,45715676428.28,48003133347.00,49945584452.65,42543176828.92,41764291671.77,46941554225.36,48177612042.15,48187781984.49,48640671734.97,54790398570.33,59413400923.64,61516103406.17,73482264190.92,91913680985.17,107046618669.71,123084258693.01,142482739809.85,180383848331.14,150317292079.36,177785053939.53,218331946925.30,227143746075.93,229701430292.16,238942664192.59,187493855609.35,180763839522.15,189880896903.07,194554483655.53,193459662090.68,164873415325.20,186265418570.70,225560256621.76,239899491127.74
East Asia & Pacific (excluding high income),EAP,GDP (current US$),80767959484.01,71153218972.91,64897470661.70,70193946313.29,81084335638.37,94481207864.73,103367734663.50,100363074005.62,101465070643.54,114096748857.19,127055929284.60,136447378124.73,155365110105.73,195434172451.07,221490887901.37,248567761846.43,252736809869.61,291299809404.43,282730091759.88,327361708083.13,377675119002.89,403202261318.04,423460780803.00,443396661438.40,480418794432.83,526023137328.08,524630078253.10,518550542708.19,575590947068.58,622223091638.78,666707196460.86,723516406265.31,811406235976.50,890618178363.87,1071871019106.17,1322031214501.22,1518329383758.98,1570608551401.31,1433203272257.92,1577918119910.20,1736143014172.34,1847119549328.77,2044360327928.27,2313862647600.91,2682937085437.41,3107694833176.92,3742774301714.16,4731773141261.09,5987096399585.56,6491258516157.22,7900541542589.84,9650693739294.80,10759908112898.00,11870059931822.10,12800187429285.80,13323235973753.00,13614572556661.50,14881098135429.50,16640354816152.10,17213215781553.20,17487334631867.30,20840018387172.90,21113809331055.50,21150247849983.10
Early-demographic dividend,EAR,GDP (current US$),131637078689.92,140036716309.14,144189887717.61,161801029341.01,180039001690.82,194128792257.13,190506904528.27,208043838518.91,227934693391.49,252869271646.28,270344193614.77,291523901731.41,323860391269.78,406590663146.38,573053511127.40,638390200268.63,706472966822.80,794025957029.56,886440862315.15,1081197964877.26,1355426060056.14,1506870589235.81,1425568298567.41,1421935166486.91,1438397582849.10,1436209736449.22,1443301513949.36,1465139232814.85,1548914841300.15,1578344500045.57,1840493287531.60,1953004021178.34,2145890831865.86,2382383522279.44,2502116964681.00,2551503564999.77,2767912528836.24,2956209292115.61,2921452243665.12,3090569978611.82,3377700768682.00,3351139229137.53,3254999167379.13,3622987599508.75,4210079741319.68,4895873888500.77,5596741342074.53,6624825302691.11,7460093874185.93,7172729962646.64,8708208712873.16,9813800566552.76,10261753916720.60,10406754465041.80,10766609704140.00,10237020101449.30,10537028724316.60,11393447781978.40,11524427704062.70,11767656585558.10,10981013167791.70,12771307369960.50,14131148776107.20,14847823837515.20
East Asia & Pacific,EAS,GDP (current US$),157148090063.28,158408605756.87,162135298445.56,180955858209.00,207767279305.52,231258746331.13,258764878061.52,281221664038.82,310695704730.82,358268396086.12,412631100026.36,458546459057.48,570116346638.76,751512068909.42,865802852262.62,947550695384.79,1042088860657.03,1241833980271.35,1569054071388.78,1703076893809.22,1840088028690.59,2028262842507.62,1986883138004.24,2115593849127.75,2263578142661.03,2388076785530.80,3123743377430.43,3667481813464.11,4409114816279.75,4590725407020.22,4790950086067.81,5412827586676.35,5917237193181.67,6619443693296.33,7404385947977.82,8407601716571.46,8101501479612.45,7743809425337.11,6931723210321.33,7743402600342.68,8377363424939.49,7789513198046.97,7912759253773.60,8702214026618.33,9758440010726.34,10411320781531.80,11034810130882.10,12331150790689.80,14220148735114.50,14630641103929.10,17078057240005.10,19796933123174.50,21174178691967.80,21411284057214.50,22089701789223.80,21995274219766.70,22776012762509.50,24329094912610.00,26487859556590.80,27032494942206.60,27156482410418.40,31148240510250.80,30663750183419.10,30775659199419.90
Europe & Central Asia (excluding high income),ECA,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,231719774992.05,255834060621.47,289097626779.50,346940936294.69,333725379317.14,323228048625.08,342532323683.72,273360968932.82,306497135631.63,324891746056.13,344755415289.88,419693866241.02,382648784206.47,390254644017.60,334433492950.21,389028550190.81,495996118252.84,639128690749.53,796047189589.78,925984007321.04,1165481350733.46,1395064178011.71,1163141205236.09,1377629393492.27,1566799086233.40,1652506728905.02,1802285899175.50,1729714204725.05,1507646946545.93,1447395306947.53,1485108260761.97,1459981302399.66,1488770219744.96,1428327223229.53,1659440839146.70,1803038234535.20,2098349713814.25
Europe & Central Asia,ECS,GDP (current US$),426443191069.50,469280003585.55,513219975664.42,561276303595.30,620340951902.03,676460952680.48,731651662103.56,777412833292.37,818984557494.71,908300581591.62,1020817804365.85,1152009134804.23,1381535065716.95,1757663865739.86,1986456065661.53,2320724910516.46,2412984174057.91,2729066352656.91,3345784139074.54,4079020913342.22,4611623534358.83,4108150871076.71,3960025757324.44,3840328209015.85,3691045688253.73,3819244965644.85,5207726640026.54,6431399546947.68,7159610197781.09,7254765277401.91,8868968946763.85,9137898920510.61,9788830737692.74,9000999813897.17,9411954540738.09,10868921758424.80,11093788613775.70,10521843390122.40,10794474235063.80,10676207695862.80,10065925069173.90,10168292808351.00,11134331409101.70,13534598831552.20,15775505005718.80,16780903793743.80,18167737736908.10,21227702064340.80,23363341474912.20,20545109873740.80,21016513112950.80,23305973325589.80,22453705241187.90,23454990403618.10,23784373303750.20,20481460301210.50,20408605606979.30,21652842504644.60,23188735732226.20,22908223277507.40,22156549343244.90,25331394418403.80,25389267749916.00,27240628835585.30
Ecuador,ECU,GDP (current US$),2069464936.60,1753850954.84,1518207703.89,1824343870.41,2244146103.18,2387047395.70,2429308638.84,2553595172.09,2582179864.15,3112165727.38,2862503139.00,2754219271.03,3185986087.34,3891754150.24,6599257044.12,7731674472.07,9091921030.17,11026342618.11,11922497876.48,14175160902.07,17881508242.45,21810759353.73,19929846396.42,17152477036.50,16912509091.86,17149088413.35,15314138472.33,13945426859.47,13051881851.41,13890823704.55,15239272611.58,16988535267.63,18094238119.06,18938717358.68,22708673336.67,24432884442.22,25226393196.60,28162053026.51,27981896948.47,19645272636.32,17539454727.36,23127055000.00,27054197000.00,30965208000.00,35194947000.00,40278849000.00,45690762000.00,49848725000.00,61139438000.00,60094978000.00,68151329000.00,78986648000.00,87735048000.00,96570334000.00,102717794000.00,97209558000.00,97671433000.00,104467486000.00,107478962000.00,107595829000.00,95865472000.00,107435101000.00,116586079000.00,118844826000.00
"Egypt, Arab Rep.",EGY,GDP (current US$),,,,,,4948667540.41,5278005611.91,5605484298.98,5932242990.65,6524455205.81,8042200452.15,8609283346.09,9299638055.84,10098534613.44,9228963224.60,11632178868.92,13315988083.42,14400806875.99,14811704063.07,18020571428.57,21669908176.39,22136081081.08,27655172413.79,30966239813.74,33971188991.61,39053502251.07,41253507951.36,40455616653.57,34980124929.02,39756299049.98,42978914311.35,37387836490.53,41855986519.42,46578631452.58,51897983392.65,60159245060.45,67629716981.13,78436578171.09,84828807556.08,90710704806.84,99838543960.08,96684636118.60,85146067415.73,80288461538.46,78782467532.47,89600665557.40,107426086956.52,130437828371.28,162818181818.18,189147005444.65,218983666061.71,235989672977.63,279116666666.67,288434108527.13,305595408895.27,329366576819.41,332441717791.41,248362771739.13,262588632526.73,318678815489.75,383817841547.10,424671765455.70,476747720364.74,395926075163.01
Euro area,EMU,GDP (current US$),251547935974.24,280001211512.61,309682844045.60,340867415041.04,377688784742.46,412852327100.68,446696785788.48,474740436968.73,510444782330.28,570281638775.09,645797489611.47,731954124032.64,884219495454.53,1147887891986.71,1301780020040.85,1509429668218.73,1575250806532.18,1791799412675.22,2194147266452.84,2657918872119.10,2976836154321.74,2587111663021.85,2504826677675.29,2443641157282.63,2343942476961.57,2408039726596.14,3379544973186.51,4180009789415.67,4597153410901.03,4695807002305.46,5909782092743.88,6130268732320.05,6751656853901.46,6180929627354.03,6528765017707.34,7538490214319.51,7628743159352.41,6976433292194.28,7175152570560.73,7139949534351.68,6517629739562.01,6619382603491.19,7226691597174.83,8897545940283.21,10202235327777.10,10568560016101.40,11233646616679.60,12938432027569.60,14226784155767.80,13000703039470.10,12700582110966.20,13700831614329.50,12695678622498.60,13255654454944.70,13570070381398.80,11727106023830.50,12025904489799.80,12736901061170.00,13761117139592.90,13481146122147.10,13155164142399.10,14754625131073.30,14224347000135.60,15544858680873.80
Eritrea,ERI,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.65,467872714.76,531688311.69,578015625.00,693535954.19,686490090.14,745523116.90,688918537.12,706370815.58,752371688.74,729321680.15,870248267.55,1109054005.44,1098424685.66,1211161879.67,1317974491.06,1380188800.00,1856695551.22,1589515447.15,2065001626.02,,,,,,,,,,,,
Spain,ESP,GDP (current US$),12433394725.22,14248303793.24,16621504913.39,19645746986.10,21982577364.73,25497831759.49,29580564480.03,32594186212.33,32417481064.88,37117200723.95,40992995008.32,46619420359.28,59132415221.33,78639525985.15,97274006345.54,114777046376.81,118507184779.91,132449277108.43,160599687500.00,214601955875.06,232766822928.75,202807891511.98,195996754505.53,170951185614.85,172102910370.52,180793463796.48,251321075204.94,318747935588.20,376160409941.44,414757056922.00,536558591250.41,577166174539.63,630916018202.50,525075636030.85,530562634455.35,614609020549.77,642588992512.81,590077272727.27,619214834614.10,634907542858.30,598363313494.90,627830029412.21,708756677088.63,907491523174.12,1069055675273.75,1153715822717.51,1260398977831.76,1474002579820.00,1631863493552.34,1491472923706.64,1422108199783.34,1480710495710.12,1324750738725.00,1355579535912.55,1371820537888.62,1196156971279.69,1233554967011.68,1313245330197.65,1421702715218.04,1394320055129.41,1278128867875.49,1445651653604.63,1417800466262.65,1580694712515.71
Estonia,EST,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4013091682.29,4123011419.74,4502970889.06,4786018988.16,5154420649.23,5674080542.89,5756912265.76,5686579747.54,6254649538.98,7367975887.73,9874013098.46,12145911801.24,14106790200.22,17022870405.22,22449129482.62,24341678628.97,19633031397.61,19523477325.62,23213994093.46,23019150071.19,25115753366.11,26634083965.10,22890762090.15,24072829276.77,26924385103.07,30624720196.23,31290453293.55,31330419851.15,36864792511.64,37921480881.54,40744848827.95
Ethiopia,ETH,GDP (current US$),1610511693.79,1680859514.12,1747566307.14,1825058827.97,1984129185.47,2159998591.19,2324466416.11,2461762002.76,2619948864.87,2768987371.89,3045354454.77,3224280834.87,3520252938.32,4070570549.89,4577209966.33,4577047854.29,4943806093.46,5651840584.65,6014961434.80,6586048398.13,7012585454.12,7507663566.43,7899988840.68,8781664426.87,8298309580.51,9717392686.73,10094328897.86,10790001557.87,11181119717.65,11762932007.24,12478943894.93,13799799323.67,10754799036.57,9051043870.12,7100806753.93,7855205206.93,8761215548.49,8803539988.33,8013274131.70,7892973531.80,8242349617.86,8231326016.47,7850809498.17,8623691300.04,10131187261.44,12401139453.97,15280861834.60,19707616772.80,27066912635.22,32437389116.04,29933790334.34,31952763089.33,43310721414.08,47648276605.01,55612228233.52,64589328550.60,74296745207.87,81770886825.60,84269196625.88,95912607722.30,107657734392.45,111261882958.43,126772703047.70,163697927593.98
European Union,EUU,GDP (current US$),285073053085.96,316870410350.50,350221814291.12,384821620915.06,426857747595.77,467082505496.48,505703862438.40,538499760817.86,577998463968.49,645042628143.75,729230210211.28,824288432698.77,994401350599.75,1286732424384.32,1456741990415.93,1696431872318.00,1777203100260.28,2012781495101.97,2451545641660.20,2962558958496.72,3314876480855.17,2893850859545.11,2792072843193.84,2714737320293.10,2615737658425.75,2690005731428.46,3755825284547.25,4642293245437.36,5096307310101.02,5205659077752.17,6509870874516.41,6733632573117.18,7392186357757.63,6751222891775.62,7155503335744.40,8296091250458.23,8431591142243.41,7733843716226.58,7969880727935.98,7925844560641.68,7276390686987.55,7393611976746.93,8083519738170.34,9932134719712.14,11418900282600.50,11910069053861.60,12712635655986.70,14727520908988.90,16295391110313.40,14762842568792.80,14556122142376.70,15765158666571.20,14641634844097.40,15294853937310.50,15651372745918.60,13553897260141.00,13888833465037.90,14765880176508.20,15981445869808.90,15694050310523.10,15381418584246.10,17315127119106.50,16761496590765.20,18349388450765.60
Fragile and conflict affected situations,FCS,GDP (current US$),30738244854.87,32690862791.46,35607386321.41,38028727377.08,38274770246.31,40813674762.00,43238591720.63,44174621789.54,48568838756.49,53610325877.97,65401455198.13,66561388561.58,77479654097.07,95510532409.24,146900682075.84,161513557226.36,195304501831.51,213278349713.40,231356882179.08,297569999135.35,382755054625.33,512808130778.47,487187691901.75,421776651429.21,382295044281.81,389797449491.57,357218736728.35,359768873805.46,389154194377.43,382426616750.55,550431826024.05,386525300417.99,345171861552.75,351215280928.57,353240292006.15,431762560996.37,466440871846.86,522326775784.85,536100031620.82,400171162201.28,468035986782.24,458017480633.77,446928936249.04,470617921462.85,596965322028.12,755160909781.59,945955284127.61,1159333496786.87,1481946186150.49,1342728724357.15,1593981100293.48,1664321553843.86,1861813804786.77,1935544489353.47,2053788945066.26,1617323277101.47,1490633651211.68,1549712150984.09,1735183810120.25,1842154935322.18,1690930063237.89,1796274437015.52,1950006457159.66,1906801170087.86
Finland,FIN,GDP (current US$),5279011362.13,5983900493.16,6407225035.04,6958296429.35,7848288358.27,8679620316.86,9305312888.27,9467428626.12,8915770472.98,10176617905.44,11357516987.54,12527405512.93,14743186119.87,19472363466.63,24848821490.47,29472623242.28,31849513771.35,33499799321.23,36256160288.81,44465255686.15,53645202422.70,52448332874.07,52797582336.25,50973526900.09,52888800949.74,55875863392.17,73531550551.26,91594751792.24,109058990760.48,119012054870.45,141438345513.92,127773856785.77,112532519246.08,89214114708.03,103299943084.80,134189814814.82,132129174216.93,126912152101.71,134038718291.06,135264083658.69,126019543413.33,129533107311.81,140404460203.14,171652458349.41,197479443979.15,204885494686.38,217089269791.76,256378067752.16,285716311136.72,253497520828.52,249424310816.67,275604356167.32,258290060227.73,271362405890.59,274862826772.16,234534382384.77,240771351298.83,255647979916.47,275708001767.84,268514916972.55,271886077382.10,296470417085.27,281887430795.72,300187202696.08
Fiji,FJI,GDP (current US$),112328422.11,116987784.91,122906434.96,129454728.62,140032741.47,147084750.03,150603925.52,162625885.86,166952937.14,182182067.70,219878482.17,247749327.72,316656648.70,425950487.52,558587097.38,684282434.36,694540806.38,719501765.78,829267889.43,1019691460.17,1202618816.21,1235626770.51,1194059943.22,1123085190.07,1178000678.00,1141168943.98,1290267339.65,1177947965.12,1110009522.76,1182660265.77,1337017559.50,1383883249.59,1532411039.05,1636101246.94,1825732092.55,1970301486.21,2128696643.63,2090221137.03,1653146716.58,1936459986.04,1678219507.90,1652462023.46,1833279985.37,2300492465.32,2708078476.63,2980403844.72,3076305452.87,3378314599.76,3523185919.56,2870624635.68,3140166712.80,3779411899.37,3972028104.47,4189967998.51,4857104768.87,4682479893.98,4930213644.37,5353469174.48,5581425327.44,5444407198.13,4432466219.88,4305031649.74,4979979531.27,5494797540.73
France,FRA,GDP (current US$),62225478000.88,67461644222.04,75607529809.93,84759195105.87,94007851047.37,101537248148.43,110045852177.93,118972977486.21,129785441507.46,141903068680.31,148456359985.83,165966615366.40,203494148244.47,264429876252.21,285553737043.10,360832186018.05,372319038514.07,410279486493.72,506709302325.58,613953129818.07,701288419745.42,615552202776.10,584877732308.61,559869179791.72,530683779929.45,553138414367.06,771470783218.11,934173305685.91,1018847043277.17,1025211803413.53,1269179616913.63,1269276828275.78,1401465923172.24,1322815612694.00,1393982750472.59,1601094756209.75,1605675086549.56,1452884917959.09,1503108739159.44,1493151737698.46,1365639660792.16,1377657339291.34,1501409382971.38,1844544792036.86,2119633181634.37,2196945232435.80,2320536221304.70,2660591246211.77,2930303780828.12,2700887366932.03,2645187882116.67,2865157541994.17,2683671716967.19,2811876903329.03,2855964488590.19,2439188643162.50,2472964344587.17,2595151045197.65,2790956878746.66,2728870246705.88,2647418691598.45,2959355819170.50,2779092236505.85,3030904089607.90
Faroe Islands,FRO,GDP (current US$),,,,,,57954522.42,64397131.08,66225403.56,65186666.67,70106666.67,84933333.33,99219082.85,119335897.82,161236465.82,196771070.90,227404436.01,270470345.45,347798304.64,397833034.88,448568492.66,493014300.01,456244919.01,444047495.32,486605127.70,426008864.69,459307281.20,688914288.88,886508622.33,968576956.93,871935350.38,960805408.95,909253214.83,912670413.33,760957189.76,758739178.61,901404709.83,989536914.66,933763083.40,1104744235.30,1127684827.36,1067109530.65,1160268212.07,1275093689.27,1501941580.89,1724770770.83,1759739599.23,2017680834.90,2339015313.30,2489873249.63,2296065170.06,2331796784.36,2505740669.27,2427200388.92,2690110520.93,2914012679.27,2573905971.05,2813278868.78,2980057377.88,3188600927.47,3266432734.23,3262045883.37,3655063937.93,3555929833.05,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),,,,,,,,,,,19885925.98,21783157.57,25100928.16,34821467.36,46095174.94,46119184.11,46813192.58,47305559.69,53656834.28,60270778.33,64186644.25,76472529.41,80055705.88,84110352.94,84676117.65,101931941.18,112210000.00,116700000.00,124700000.00,135200000.00,147200000.00,166200000.00,178100000.00,198400000.00,202500000.00,221575300.00,218534700.00,206626300.00,218873100.00,220140500.00,233271800.00,240970900.00,242517200.00,245432900.00,240236000.00,250281900.00,253541900.00,256787200.00,263145100.00,280284600.00,296944100.00,311301600.00,327248700.00,317214400.00,319271200.00,316489900.00,325000000.00,359000000.00,392000000.00,394000000.00,372000000.00,390000000.00,430000000.00,460000000.00
Gabon,GAB,GDP (current US$),141468977.80,167637907.12,182796536.27,154480244.06,215679855.34,226474285.78,245849781.27,271543680.05,294468564.25,318124701.48,323802475.51,381687072.62,430508358.51,722780701.30,1544216001.66,2157592940.04,3009409974.27,2809349069.22,2389479271.67,3030251120.10,4279637942.25,3862269120.53,3618007841.14,3391275731.54,3561451560.51,3339914757.23,3403638189.20,3281797043.05,3834503376.03,4186411463.86,5952293764.85,5402919784.57,5592390827.40,4378645081.02,4190819344.22,4958845648.05,5694040002.90,5326817114.54,4483417309.83,4662992036.21,5080483628.53,5023265413.26,5335451099.88,6511903365.48,7770219008.21,9582783990.85,10327598306.46,12455409587.34,15571348344.34,12113699068.25,14372593020.29,18210307743.58,17170464016.06,17595744798.34,18203966895.84,14383107762.70,14023890265.37,14929487485.16,16867326389.87,16874405460.20,15314577167.82,20217946921.21,21071739227.94,20516134388.66
United Kingdom,GBR,GDP (current US$),73233967692.10,77741965703.35,81247564156.82,86561961812.32,94407558351.16,101824755078.99,108572752102.05,113116888210.79,107759910067.89,116464702803.22,130671946244.30,148113896325.14,169965034965.04,192537971582.56,206131369798.97,241756637168.14,232614555256.07,263066457352.17,335883029721.96,438994070309.19,564947710899.37,540765675241.16,515048916841.37,489618008185.54,461487097632.35,489285164271.05,601452653180.89,745162608269.33,910122732123.80,926884816753.93,1093169389204.55,1142797178130.51,1179659529659.53,1061388722255.55,1140489745944.29,1344240176739.78,1419645865834.63,1560911918795.02,1653694932096.72,1687830448147.55,1665534876683.31,1649827263567.01,1785729916067.15,2054422857142.86,2421525082387.40,2543180000000.00,2708441582336.71,3090510204081.63,2929411764705.88,2412840006231.50,2485482596184.71,2663805834828.07,2707089726614.64,2784853502534.29,3064708247921.43,2927911140916.73,2689106566899.61,2680148052335.30,2871340347581.79,2851407164907.81,2697806592293.86,3141506156618.70,3088839763445.02,3340032380668.04
Georgia,GEO,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,11502.63,13825.76,14047.41,7500000000.00,6400000000.00,3730000000.00,2701301482.70,2514070771.80,2693768412.89,3095047603.81,3510520231.21,3613497316.55,2800025882.72,3057475335.19,3219462262.01,3395766677.67,3991377904.13,5125365191.99,6410912049.87,7745250733.95,10172931088.57,12795145130.91,10766920065.83,12426907967.16,15475290469.29,16894392033.23,17517660143.69,17966015109.30,15223796148.84,15444548901.96,16473125375.07,17902544880.65,17638337116.91,16010869215.68,18853115588.81,24984568959.61,30535530479.02
Ghana,GHA,GDP (current US$),1223943661.97,1309859154.93,1390140845.07,1549295774.65,1740845070.42,2064788732.39,2138028169.01,1748837209.30,1666666666.67,1961764705.88,2214705882.35,2427184466.02,2116541353.38,3018103448.28,2894409937.89,2810106382.98,2765254237.29,3189428571.43,3662478184.99,4020227920.23,4445228215.77,4222441860.47,4035994397.76,4057275132.28,4412279843.44,4504306722.69,5735677433.83,5074829931.97,5197765031.65,5251858439.87,5889106573.46,6603185267.80,6416103925.83,5968922939.37,5446383726.77,6464382807.68,6932991739.38,6891443192.25,7482069162.42,7718109982.26,4982850662.21,5314872854.44,6166197847.85,7632723555.66,8881417906.71,10744568381.45,20885037596.70,24827339138.49,28679383241.07,26048720005.52,32197655566.53,39336668080.56,41271701060.95,62824629066.04,54783319817.37,49406010054.27,56164929304.88,60405924078.73,67298914624.37,68337969247.71,70043095503.67,79524421861.27,74263364041.87,76370394412.42
Gibraltar,GIB,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP (current US$),,,,,,,,,,,3220224607.82,3594302908.04,4203069035.02,5152080387.57,5691417541.32,6102769605.45,6762781870.61,6914381290.58,8087305999.05,8877094497.44,9746524915.09,9646440666.52,11926032493.44,15129893722.34,18421497251.18,22787644565.90,2909130355.24,2976714019.07,3476480303.12,3546079262.95,3888320665.52,4396178694.15,4789220416.71,4781166116.52,4932800406.93,5385704166.43,5641243099.77,5516916163.09,5232118046.37,5046806782.55,4367458866.72,4125527603.23,4301608752.51,5025167975.26,5300767960.52,4282468636.91,4220019242.73,6281917649.94,6964179187.86,6716904516.98,6853467832.49,6785137215.56,7638045226.04,8376613880.85,8778473643.32,8794202394.29,8595955600.37,10324668271.10,11857030367.24,13442861496.41,14177835841.39,16091817842.13,20999229260.50,23612295818.10
"Gambia, The",GMB,GDP (current US$),,,,,,,44212081.35,46695006.96,41160065.86,45168072.27,52296083.67,55728663.22,59160569.48,75187749.10,95796021.69,115179719.08,112190829.47,138093099.10,171833086.02,207112627.73,241083090.30,218767743.46,216050552.30,213448584.94,177340880.09,225726358.89,185646986.82,220626484.22,266672211.93,284120329.40,317083695.48,690311080.52,714254256.12,755040974.09,746493951.90,785999864.84,848239446.22,803633342.47,840285264.63,814724032.07,782913871.81,687410645.06,578235309.33,487038685.05,961900651.42,1027701067.56,1054112487.74,1279703047.02,1561766955.73,1450142508.58,1543294926.87,1409693596.94,1415004738.27,1375609453.44,1229461721.41,1378176608.93,1484578885.97,1504909462.70,1670671327.82,1813609692.50,1812170891.19,2014158842.65,2175099789.98,2339904156.79
Guinea-Bissau,GNB,GDP (current US$),,,,,,,,,,,204670551.37,204167297.40,227986203.92,232331281.49,256769729.74,283311996.69,292152321.56,298871674.24,318876550.61,308143183.27,287648258.57,402230865.39,430284021.91,425225176.96,359980490.49,373959151.10,338524232.51,451893374.92,427514321.55,554072302.83,634187269.23,668470890.01,588309271.23,615779519.10,612502084.64,660195401.95,702965147.45,698107222.50,591034143.34,579365780.16,391345597.47,412610871.49,466773711.23,553614800.14,582169841.28,639776040.62,634781901.28,753162998.06,952667543.96,890167833.37,940112538.96,1157074319.11,1049412177.08,1109682824.14,1135250721.02,1152384166.80,1245074264.10,1469978606.12,1554133593.92,1486476582.07,1520479984.57,1724555634.37,1714166526.45,1966461400.36
Equatorial Guinea,GNQ,GDP (current US$),,,9122751.45,10840095.13,12712471.40,64748333.33,69110000.00,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.39,103653049.94,103987520.08,,,50642880.77,36731422.85,44294647.73,44442456.95,50320914.41,62118569.97,76407395.87,93345859.53,100534656.88,88265974.86,112119411.49,110906028.54,134707183.85,136047906.25,100807002.54,141853360.87,232463022.80,442337870.69,370687634.43,621117885.67,1045998496.44,1461139022.03,1806742742.27,2484745935.09,4410764338.67,8217369092.65,10086528698.86,13071718758.74,19749893536.32,15027795173.22,16314443436.29,21357343668.94,22388344143.91,21948834283.79,21765453081.98,13185496881.02,11240808847.89,12200913878.98,13097012133.62,11364133549.75,9893816007.74,12215878032.72,13486788878.98,12116922539.41
Greece,GRC,GDP (current US$),4335191696.01,4961399303.48,5213043168.09,5895281431.59,6669669849.62,7689148374.19,8591522486.93,9275600800.36,10090674766.70,11615655895.41,13139863636.36,14591750000.00,16885511363.64,22347848101.27,25351306818.18,28525876726.89,31152835820.90,36176234967.62,44270204081.63,54481876724.93,56829664268.59,52346506765.07,54617989795.92,49428873839.01,48020024183.80,47820851221.32,56379593476.14,65652750377.45,76261277924.57,79169043222.83,97891092003.44,105143232379.88,116224672863.78,108809059155.77,116601801966.29,136878365936.17,145861612400.91,143157600149.76,144428172489.34,142588875293.75,130457756628.44,136309295225.34,154564203586.95,202370140236.27,240963562236.13,247875422204.41,273546728473.07,318902829550.73,355908689477.45,331308500253.27,297124961971.50,282995942006.56,242029307133.41,238907690051.13,235458133124.61,195683527003.38,193148146586.93,199844406013.53,212049447242.11,205252760889.36,188480337285.61,214667807441.20,217581324512.06,238206312632.53
Grenada,GRD,GDP (current US$),,,,,,,,,,,,,,,,,,71494495.19,88322386.30,102244362.22,110900457.04,115651918.89,125435590.00,131803552.22,145533310.74,167728455.19,187589522.59,215009569.63,236357523.70,267327642.22,278098762.96,300757888.89,310160444.44,309812185.19,325111814.81,342172518.52,366911444.44,392190592.59,445903592.59,482009370.37,520044370.37,520444185.19,540336925.93,591018407.41,599118592.59,695555555.56,698700666.67,758683592.59,825976037.04,771275555.56,771014814.81,778655555.56,799881481.48,842618518.52,911496296.30,997007407.41,1061640740.74,1125685185.19,1166514814.81,1213485185.19,1043411111.11,1122800000.00,1224577777.78,1320334235.59
Greenland,GRL,GDP (current US$),,,,,,,,,,,69520026.67,88466738.25,106101297.80,140153748.24,169918948.63,211190630.33,240779417.79,282269749.16,355987433.42,420645821.54,476051740.77,435748993.42,402403041.03,416184071.02,379371901.49,412876382.83,603016292.69,787390408.95,898607670.62,929799902.19,1018977280.33,1016500069.26,1037916162.55,927214151.77,1005887539.32,1208953287.07,1197515569.08,1072154433.85,1149858069.76,1131555107.05,1068025016.01,1086170703.98,1169136716.04,1558759823.08,1822499769.24,1849802648.36,2013106929.50,2249811295.66,2499092314.42,2529963903.23,2503167187.49,2684461375.47,2609678486.37,2684946990.12,2842065708.36,2499113022.82,2707139544.47,2851613679.03,3055782146.16,2997309971.88,3082884653.25,3235809504.30,,
